UserId,TourId,Rating
6,596,3
6,597,4
6,606,3
6,608,3
6,609,4
6,616,5
6,628,3
6,631,4
6,637,4
6,640,1
6,647,4
6,662,3
6,667,3
6,694,3
6,697,3
6,700,4
6,704,3
6,708,4
6,709,5
6,710,3
6,711,4
6,719,2
6,736,5
6,747,3
6,762,1
6,765,3
6,775,3
6,780,5
6,783,5
6,795,3
6,799,3
6,801,3
6,802,4
6,818,3
6,830,5
6,835,4
6,837,3
6,838,4
6,839,3
6,842,3
6,848,4
6,852,4
6,867,3
6,880,3
6,881,3
6,888,3
6,891,3
6,979,3
6,981,3
6,986,4
6,991,4
6,996,4
6,999,2
6,1004,4
6,1006,4
7,1,4.5
7,50,4.5
7,58,3
7,150,4.5
7,165,4
7,260,5
7,356,5
7,380,3
7,466,5
7,480,5
7,587,2
7,588,3
7,589,2.5
7,592,3
7,593,5
7,595,3.5
7,648,4
7,750,4
7,780,4.5
7,920,3
7,924,4
8,2,4
8,10,2
8,11,4
8,21,4
8,32,3
8,34,5
8,39,3
8,47,4
8,50,5
8,110,3
8,141,3
8,150,4
8,153,2
8,185,5
8,186,4
8,208,3
8,231,4
8,235,3
8,236,3
8,252,3
8,253,5
8,282,3
8,292,3
8,296,4
8,317,3
8,318,5
8,339,3
8,356,3
8,357,5
8,364,5
8,367,3
8,377,4
8,380,5
8,432,1
8,440,3
8,454,4
8,457,3
8,480,4
8,500,2
8,527,5
8,539,3
8,586,3
8,587,3
8,590,5
8,592,3
8,593,4
8,597,3
9,41,3
9,187,3
9,223,4
9,371,3
9,627,3
9,922,4
9,923,5
10,296,1
10,356,3.5
10,588,4
10,597,3.5
10,912,4
11,6,5
11,10,3
11,36,4
11,44,2
11,95,3
11,110,5
11,150,5
11,153,3
11,165,3
11,170,4
11,208,3
11,292,4
11,318,4
11,349,5
11,356,5
11,368,3
11,376,2
11,377,3
11,380,4
11,434,3
11,457,5
11,466,3
11,474,4
11,480,4
11,493,3
11,511,4
11,529,5
11,589,4
11,593,5
11,648,4
11,733,4
11,736,4
11,780,4
12,39,4
12,168,5
12,222,5
12,256,5
12,261,4.5
12,277,3
12,357,3.5
12,543,3.5
12,830,4
12,838,5
12,920,4.5
13,47,5
13,305,1
13,597,3
14,4,3
14,7,3
14,19,1
14,25,4
14,32,4
14,39,3
14,47,5
14,95,5
14,105,3
14,110,5
14,150,4
14,153,2
14,193,3
14,231,3
14,266,5
14,282,5
14,288,4
14,296,3
14,318,3
14,337,5
14,339,4
14,344,2
14,351,3
14,356,4
14,367,1
14,376,4
14,377,3
14,383,4
14,434,4
14,448,3
14,455,3
14,477,4
14,480,3
14,491,3
14,508,3
14,509,5
14,524,3
14,527,3
14,539,4
14,540,3
14,552,3
14,553,4
14,586,3
14,590,4
14,592,2
14,593,4
14,597,3
14,784,1
15,1,2.5
15,44,1
15,47,3.5
15,158,1
15,172,1
15,256,3
15,260,5
15,293,3
15,296,4
15,318,5
15,355,1
15,356,5
15,364,3
15,527,5
15,588,3
15,589,5
15,596,2
15,780,3.5
15,849,2
15,858,4
16,47,3.5
16,50,4
16,111,4.5
16,204,2
16,260,3
16,293,4
16,296,3
16,318,4
16,319,4
16,356,3.5
16,527,4
16,541,4.5
16,593,3
16,608,4.5
16,678,4
16,745,4
16,750,4.5
16,849,4
16,858,2.5
16,904,3.5
16,912,3.5
16,913,4
16,923,3.5
17,1,4.5
17,44,3.5
17,47,4
17,50,4.5
17,110,4.5
17,111,4
17,150,3.5
17,260,5
17,293,3.5
17,296,5
17,318,5
17,356,5
17,480,4.5
17,527,4.5
17,541,3.5
17,589,4.5
17,590,4.5
17,592,4.5
17,593,4.5
17,750,4.5
17,780,4
17,858,5
17,899,3.5
17,904,4
17,910,3.5
18,1,3.5
18,2,3
18,6,4
18,16,4.5
18,32,4
18,34,2.5
18,36,4
18,47,4.5
18,50,5
18,70,3.5
18,104,2.5
18,110,4.5
18,111,4
18,145,3.5
18,163,4
18,165,4
18,180,4
18,208,3
18,223,4
18,231,2.5
18,235,4.5
18,260,4
18,288,4
18,293,4.5
18,296,4
18,318,5
18,329,4
18,337,4
18,344,2.5
18,356,4.5
18,364,3
18,367,2.5
18,370,3
18,374,2.5
18,377,2.5
18,380,2.5
18,431,4
18,435,2
18,442,3
18,457,3.5
18,466,2.5
18,480,3.5
18,500,3.5
18,502,2
18,508,4
18,527,4.5
18,541,4
18,555,4
18,586,3.5
18,588,3.5
18,589,4.5
18,590,4
18,593,4.5
18,595,3
18,608,4.5
18,628,3.5
18,648,3
18,653,3
18,673,3
18,745,4
18,778,4.5
18,780,4
18,784,2
18,849,3.5
18,858,4
18,904,4.5
18,908,4
18,913,4
18,919,4
18,923,5
18,924,4
18,1020,3.5
19,1,4
19,2,3
19,3,3
19,7,2
19,10,2
19,12,1
19,13,3
19,15,2
19,19,2
19,32,4
19,34,4
19,44,3
19,47,3
19,48,1
19,54,2
19,64,2
19,65,2
19,70,2
19,87,2
19,92,2
19,102,1
19,104,2
19,107,2
19,118,3
19,135,3
19,141,1
19,153,2
19,158,3
19,161,2
19,165,3
19,170,3
19,173,1
19,185,2
19,186,2
19,196,2
19,208,2
19,216,2
19,223,3
19,231,2
19,235,4
19,252,3
19,253,3
19,256,1
19,258,3
19,260,4
19,273,1
19,289,2
19,291,2
19,293,4
19,295,3
19,316,2
19,319,1
19,325,2
19,328,2
19,329,2
19,330,3
19,332,2
19,333,2
19,338,2
19,339,3
19,344,2
19,348,2
19,350,2
19,351,2
19,353,5
19,356,2
19,357,4
19,362,2
19,364,3
19,366,2
19,367,4
19,368,3
19,370,3
19,372,1
19,374,2
19,377,4
19,378,3
19,379,2
19,380,3
19,407,3
19,410,2
19,414,2
19,420,2
19,422,3
19,423,3
19,427,3
19,432,3
19,434,3
19,435,2
19,440,3
19,442,3
19,445,2
19,450,2
19,455,2
19,457,4
19,466,3
19,468,3
19,472,2
19,474,3
19,480,2
19,485,2
19,486,2
19,490,2
19,494,2
19,497,3
19,500,2
19,512,2
19,513,3
19,520,2
19,537,1
19,539,3
19,540,1
19,541,4
19,542,2
19,543,3
19,546,2
19,551,5
19,558,2
19,575,2
19,586,3
19,587,3
19,588,3
19,589,5
19,592,5
19,597,3
19,606,2
19,610,3
19,611,2
19,627,2
19,637,2
19,640,1
19,648,3
19,653,2
19,661,3
19,671,2
19,673,1
19,674,4
19,708,3
19,709,2
19,711,3
19,719,2
19,720,4
19,724,4
19,733,3
19,736,2
19,742,3
19,743,2
19,745,4
19,761,3
19,762,1
19,783,4
19,785,2
19,788,2
19,798,2
19,799,3
19,810,1
19,818,4
19,829,2
19,830,2
19,832,2
19,837,4
19,839,1
19,842,2
19,849,2
19,852,4
19,866,2
19,879,1
19,880,2
19,881,1
19,903,5
19,904,5
19,906,3
19,910,4
19,911,3
19,913,5
19,915,2
19,921,3
19,924,3
19,930,3
19,931,4
19,933,4
19,965,2
19,984,2
19,986,3
19,1016,3
19,1020,3
19,1021,2
20,2,3
20,8,1
20,13,4
20,34,4
20,48,5
20,107,3.5
20,158,3
20,239,4.5
20,262,4.5
20,317,3.5
20,362,4
20,364,5
20,531,4.5
20,551,5
20,586,3
20,588,5
20,594,5
20,595,5
20,596,4.5
20,661,5
20,709,3
20,720,5
20,783,3.5
20,801,2.5
20,837,4
20,899,4
20,914,4.5
20,919,5
20,986,3.5
20,1010,3
20,1012,4
20,1013,4
20,1015,3.5
20,1018,3.5
20,1021,2
20,1022,4.5
20,1025,5
21,1,3.5
21,2,3.5
21,10,5
21,19,2.5
21,38,2.5
21,44,1
21,48,3
21,145,3
21,165,3.5
21,170,2
21,260,4.5
21,293,3
21,296,3.5
21,355,4
21,356,4.5
21,364,4
21,367,3
21,370,5
21,435,1
21,480,4
21,500,2.5
21,541,3.5
21,551,0.5
21,586,2.5
21,588,4
21,589,3.5
21,592,3.5
21,597,4
21,648,4.5
21,719,3.5
21,733,3.5
21,743,4
21,745,3
21,780,3.5
21,858,2.5
21,902,3
22,107,4.5
22,216,4
22,253,4
22,318,5
22,356,5
22,541,5
22,858,3
23,6,4
23,29,4
23,32,3.5
23,50,4
23,58,3
23,175,3
23,272,4
23,293,4
23,296,3.5
23,300,3
23,334,4
23,431,3
23,454,2.5
23,541,5
23,608,3.5
23,741,4
23,750,3
23,778,4
23,858,3.5
23,866,3
23,904,3.5
23,912,3.5
23,913,4
23,923,4
23,924,4
24,6,4.5
24,32,3.5
24,50,4
24,165,3.5
24,253,3.5
24,296,4
24,316,3.5
24,318,4.5
24,356,4.5
24,457,3.5
24,552,3.5
24,593,4.5
24,608,4
24,733,3
24,780,3.5
25,231,4
25,260,5
25,527,5
26,10,3
26,34,3
26,47,4
26,150,3
26,153,3
26,165,4
26,185,3
26,208,2
26,225,3
26,288,3
26,296,4
26,300,3
26,344,3
26,349,3
26,356,3
26,380,3
26,434,2
26,454,4
26,457,4
26,592,4
26,593,4
27,1,3
27,2,4
27,34,5
27,48,4
27,60,3
27,62,5
27,126,2
27,158,2
27,238,3
27,260,4
27,316,4
27,356,5
27,364,4
27,367,4
27,421,3
27,455,3
27,480,4
27,590,4
27,595,4
27,648,4
27,661,3
27,673,2
27,736,3
27,745,5
27,780,3
27,783,4
27,801,2
27,808,4
27,902,4
27,911,5
27,913,4
27,920,4
27,924,2
27,969,4
27,986,4
27,1010,2
27,1015,4
27,1021,4
27,1022,4
28,6,3.5
28,16,2.5
28,21,3
28,23,1.5
28,31,2.5
28,32,3.5
28,47,3
28,50,3.5
28,62,3.5
28,95,2
28,110,3.5
28,145,1.5
28,147,2.5
28,161,3
28,172,3
28,211,3
28,224,3
28,253,3
28,260,4
28,290,3
28,293,4.5
28,296,4.5
28,300,2
28,316,4
28,318,3.5
28,337,3.5
28,345,4
28,349,3
28,353,3
28,356,4
28,377,1.5
28,428,2.5
28,442,1
28,456,2
28,457,3
28,474,2.5
28,475,4
28,480,2.5
28,481,3
28,507,4
28,508,3.5
28,524,3.5
28,527,3
28,529,3.5
28,541,4
28,553,3
28,555,3
28,589,4.5
28,590,4
28,592,2.5
28,593,2.5
28,599,3
28,608,3
28,635,3
28,647,2.5
28,678,3.5
28,714,3.5
28,724,1.5
28,733,1
28,736,2.5
28,778,3.5
28,780,3
28,851,2
28,858,4.5
28,898,3
28,899,2
28,924,3
28,996,2
29,50,3.5
29,150,4
29,165,4
29,170,3
29,296,3.5
29,316,4
29,318,4.5
29,356,4.5
29,750,4.5
29,780,4
29,858,4.5
29,904,4.5
29,914,4
29,924,5
29,953,5
30,110,5
30,260,5
30,318,5
30,589,3.5
31,1,5
31,5,3
31,7,4
31,10,4
31,17,3
31,25,2
31,62,4
31,141,4
31,165,4
31,339,4
31,344,3
31,377,5
31,588,5
31,605,4
31,612,3
31,648,5
31,733,5
31,736,4
31,780,4
31,783,4
31,784,5
31,788,2
31,852,4
31,912,5
32,1,3
32,3,3
32,6,3
32,7,4
32,21,4
32,24,3
32,25,4
32,26,4
32,32,4
32,36,4
32,39,3
32,50,5
32,52,3
32,58,5
32,62,3
32,74,4
32,78,4
32,95,3
32,100,4
32,140,3
32,141,4
32,153,3
32,194,5
32,203,4
32,224,4
32,236,3
32,246,4
32,252,3
32,260,5
32,265,5
32,272,5
32,282,4
32,296,5
32,314,4
32,318,5
32,327,3
32,337,3
32,339,4
32,345,5
32,353,3
32,357,3
32,361,4
32,376,3
32,410,3
32,440,4
32,471,3
32,497,5
32,527,4
32,529,4
32,538,5
32,539,4
32,553,3
32,592,5
32,593,5
32,608,5
32,627,4
32,628,3
32,648,3
32,653,3
32,661,3
32,694,3
32,708,4
32,719,3
32,733,4
32,736,3
32,761,4
32,780,3
32,784,3
32,786,3
32,788,1
32,799,3
32,802,4
32,849,2
32,852,4
32,880,3
32,912,5
32,996,3
33,1,3
33,7,1
33,11,2
33,17,4
33,21,4
33,25,3
33,28,5
33,32,3
33,34,3
33,36,5
33,39,5
33,43,2
33,50,5
33,58,4
33,94,4
33,110,5
33,150,3
33,151,4
33,161,3
33,194,3
33,223,4
33,230,3
33,232,4
33,249,3
33,261,4
33,265,5
33,272,4
33,293,4
33,296,5
33,300,3
33,302,3
33,307,5
33,308,4
33,318,4
33,322,2
33,337,5
33,339,5
33,345,4
33,356,5
33,385,4
33,428,5
33,446,5
33,448,4
33,452,4
33,457,5
33,475,4
33,477,3
33,490,2
33,497,4
33,507,4
33,508,3
33,509,5
33,527,5
33,529,4
33,562,5
33,580,1
33,588,5
33,589,4
33,593,5
33,608,4
33,613,5
33,715,4
33,778,4
33,800,4
33,805,1
33,838,5
33,866,4
33,914,5
33,919,5
33,994,5
34,10,5
34,70,3.5
34,110,0.5
34,145,1
34,163,3
34,318,4
34,356,4
34,357,0.5
34,377,4.5
34,589,3.5
34,780,3
35,11,4
35,21,5
35,39,3
35,50,5
35,60,5
35,62,5
35,150,5
35,185,5
35,222,4
35,231,3
35,235,4
35,236,4
35,237,3
35,252,4
35,261,5
35,266,2
35,300,4
35,316,3
35,339,5
35,342,4
35,590,5
35,592,4
35,595,3
36,25,2.5
36,315,0.5
36,318,4
36,544,3
36,548,3
36,552,2
36,904,3.5
36,908,3.5
36,919,1.5
36,996,2.5
36,1015,2
37,150,5
37,153,3
37,165,5
37,231,5
37,292,4
37,296,5
37,316,5
37,318,4
37,329,3
37,344,5
37,349,4
37,356,4
37,380,2
37,457,4
37,590,4
37,592,3
37,593,5
37,661,3
37,671,5
38,11,5
38,17,3
38,21,3
38,39,3
38,48,3
38,50,5
38,62,3
38,105,3
38,110,5
38,150,4
38,151,5
38,153,3
38,161,4
38,163,1
38,168,4
38,193,1
38,203,3
38,208,1
38,222,3
38,223,5
38,224,4
38,235,4
38,237,3
38,246,5
38,252,2
38,253,1
38,266,1
38,273,2
38,282,3
38,292,3
38,296,3
38,300,4
38,317,3
38,318,5
38,329,3
38,337,3
38,339,3
38,342,3
38,350,4
38,355,3
38,356,3
38,357,5
38,364,2
38,367,2
38,368,4
38,376,4
38,377,3
38,380,3
38,410,3
38,432,3
38,434,2
38,435,2
38,440,3
38,454,4
38,457,5
38,466,3
38,468,3
38,480,3
38,485,3
38,497,5
38,500,3
38,508,3
38,509,2
38,527,5
38,539,3
38,551,4
38,552,3
38,555,2
38,585,3
38,586,3
38,588,3
38,590,4
38,592,4
38,593,3
38,595,4
38,597,2
38,648,4
38,736,2
39,32,3
39,47,3
39,50,5
39,260,5
39,296,5
39,364,4
39,457,4
39,588,4
39,589,4
39,592,4
39,593,5
39,594,3
39,596,3
39,608,5
39,610,4
39,745,4
39,858,4
39,908,3
39,924,2
39,1022,3
39,1025,4
40,1,5
40,17,5
40,19,2
40,21,4
40,26,4
40,31,4
40,34,5
40,44,3
40,46,4
40,48,2
40,60,4
40,62,5
40,82,5
40,104,1
40,107,4
40,110,4
40,111,5
40,121,4
40,126,3
40,146,3
40,150,5
40,151,4
40,153,3
40,158,4
40,159,3
40,163,5
40,165,4
40,168,2
40,172,4
40,173,4
40,186,3
40,199,3
40,203,5
40,205,4
40,208,2
40,216,1
40,218,4
40,223,5
40,224,4
40,228,3
40,230,5
40,231,1
40,235,4
40,236,4
40,252,4
40,256,2
40,265,5
40,266,4
40,267,3
40,272,5
40,273,1
40,281,5
40,292,3
40,296,5
40,300,5
40,306,5
40,307,5
40,308,5
40,312,3
40,314,5
40,316,3
40,317,4
40,318,5
40,327,4
40,329,3
40,330,3
40,337,5
40,339,3
40,344,4
40,350,5
40,351,4
40,353,3
40,362,4
40,364,5
40,367,4
40,371,4
40,376,3
40,380,3
40,383,3
40,410,3
40,421,3
40,431,5
40,432,3
40,434,3
40,435,3
40,440,4
40,454,4
40,457,3
40,491,5
40,509,3
40,514,5
40,515,3
40,551,3
40,553,5
40,585,3
40,588,4
40,590,4
40,592,4
40,595,3
40,609,4
40,610,4
40,616,3
40,685,5
41,47,3.5
41,50,3
41,111,2
41,215,2
41,288,3
41,293,4
41,296,5
41,356,2
41,357,4
41,380,0.5
41,541,2
41,593,4
41,595,4
41,597,3
41,608,4
41,750,2
41,778,4
41,920,3
41,924,2
42,3,4
42,7,3
42,10,5
42,11,5
42,16,5
42,19,2
42,21,4
42,22,5
42,47,4
42,50,5
42,86,4
42,95,3
42,104,4
42,110,4
42,122,3
42,135,3
42,141,1
42,144,4
42,150,5
42,153,2
42,161,3
42,163,3
42,165,2
42,168,3
42,173,2
42,185,4
42,186,4
42,193,3
42,195,3
42,223,5
42,225,4
42,227,4
42,231,4
42,234,4
42,236,3
42,252,4
42,253,5
42,257,3
42,260,5
42,276,4
42,288,5
42,292,3
42,296,5
42,303,2
42,316,2
42,318,4
42,333,5
42,344,2
42,349,4
42,350,4
42,353,2
42,356,5
42,360,3
42,361,3
42,364,4
42,368,3
42,372,2
42,379,2
42,380,3
42,381,4
42,383,4
42,408,4
42,410,2
42,413,2
42,414,2
42,415,2
42,418,3
42,420,3
42,424,3
42,432,3
42,433,4
42,434,4
42,436,4
42,442,4
42,457,4
42,459,3
42,466,2
42,468,4
42,485,3
42,486,3
42,490,3
42,507,4
42,509,4
42,520,2
42,524,3
42,527,4
42,540,4
42,548,4
42,550,5
42,552,4
42,553,5
42,555,5
42,586,2
42,590,4
42,592,3
42,593,5
42,597,5
42,612,2
42,628,2
42,639,3
42,647,2
42,648,5
42,708,4
42,733,2
42,780,2
42,782,3
42,784,2
42,785,3
42,788,4
42,805,5
42,858,5
42,880,2
42,912,5
42,924,5
42,996,2
42,1020,2
42,1021,2
43,1,5
43,3,5
43,5,5
43,7,5
43,8,5
43,10,4
43,11,4
43,23,5
43,29,5
43,34,5
43,47,4
43,48,5
43,57,5
43,60,5
43,79,5
43,95,4
43,102,5
43,107,5
43,110,3
43,150,5
43,153,5
43,158,5
43,161,4
43,165,5
43,168,5
43,173,3
43,174,5
43,185,4
43,193,4
43,208,4
43,217,5
43,225,4
43,231,3
43,236,3
43,238,5
43,253,4
43,256,5
43,259,4
43,261,5
43,262,5
43,271,5
43,276,5
43,277,5
43,288,3
43,292,5
43,296,3
43,300,3
43,316,4
43,317,4
43,318,4
43,325,5
43,329,5
43,339,4
43,343,4
43,344,4
43,349,3
43,350,4
43,351,4
43,355,5
43,356,5
43,362,5
43,364,5
43,367,5
43,374,5
43,377,3
43,380,3
43,382,5
43,410,4
43,413,3
43,419,5
43,420,5
43,432,4
43,434,5
43,435,5
43,442,5
43,454,4
43,457,5
43,480,4
43,484,5
43,500,5
43,502,5
43,519,5
43,520,5
43,532,4
43,539,3
43,542,4
43,552,5
43,553,4
43,575,5
43,587,5
43,588,5
43,589,5
43,590,4
43,592,5
43,594,5
43,595,5
43,596,5
43,597,5
43,609,5
43,610,5
43,616,5
43,631,5
43,648,5
43,661,5
43,711,5
43,783,5
43,788,5
43,810,5
43,828,5
44,1,3
44,3,3
44,6,3
44,12,1
44,18,4
44,36,4
44,65,3
44,66,3
44,94,4
44,95,4
44,104,4
44,112,5
44,135,2
44,141,3
44,260,5
44,494,4
44,605,1
44,648,3
44,661,3
44,663,4
44,667,3
44,673,1
44,733,5
44,736,2
44,737,5
44,780,3
44,785,3
44,786,2
44,798,2
44,805,4
44,833,2
44,836,3
44,842,3
44,849,3
44,852,4
44,889,4
44,891,3
45,1,4
45,5,3
45,6,4
45,7,3
45,11,3
45,19,4.5
45,21,4
45,32,4.5
45,39,3
45,50,5
45,62,4
45,65,3
45,69,3
45,70,4
45,88,4
45,104,5
45,107,4
45,110,5
45,112,4
45,150,5
45,165,5
45,172,3
45,173,1
45,180,4
45,185,3
45,186,3.5
45,216,5
45,223,5
45,231,5
45,248,2
45,252,4
45,260,5
45,261,3
45,292,4
45,296,5
45,316,4
45,317,3
45,329,4
45,333,4
45,338,3
45,344,4
45,356,5
45,357,4
45,362,5
45,364,5
45,367,4
45,368,4
45,370,3.5
45,380,4
45,413,3
45,435,3
45,440,3
45,441,3
45,457,4
45,466,3
45,474,5
45,480,4
45,500,4
45,520,4
45,541,3
45,543,5
45,546,2
45,551,3
45,552,4
45,569,2
45,586,3
45,587,2
45,588,5
45,589,5
45,590,4
45,593,4
45,594,4
45,595,5
45,597,3
45,639,2
45,648,4
45,671,4
45,733,4
45,765,4
45,778,4
45,780,3
45,783,3
45,784,4
45,785,4
45,788,2
45,832,4.5
45,849,3
45,852,4
45,858,5
45,903,4
45,919,3
45,924,4
45,934,3
45,1005,2
45,1020,3
45,1021,2
46,1,5
46,10,3
46,32,4
46,39,3
46,50,5
46,110,5
46,111,4
46,153,4
46,160,4
46,161,3
46,165,4
46,173,5
46,185,4
46,208,3
46,225,3
46,231,3
46,236,4
46,253,4
46,266,5
46,282,3
46,288,3
46,292,5
46,300,3
46,315,3
46,316,4
46,318,4
46,339,5
46,344,3
46,349,3
46,364,5
46,367,4
46,380,5
46,432,3
46,434,4
46,435,3
46,454,5
46,457,5
46,588,5
46,590,5
46,592,3
46,593,5
46,595,5
47,31,3
47,47,3
47,62,3
47,141,2
47,147,3.5
47,150,3
47,318,4
47,356,4.5
47,391,4.5
47,500,1
47,508,4
47,539,3
47,587,4
47,590,3.5
47,593,2
47,597,3
47,724,2
47,1021,2
48,48,4
48,168,3.5
48,172,3.5
48,653,4
48,780,3.5
49,110,4
49,318,4
49,356,4
49,527,4.5
50,1,3
50,32,3
50,111,4
50,165,3
50,296,4
50,318,3.5
50,356,3
50,541,4
50,593,3.5
50,596,2
50,608,4
50,741,3.5
50,750,4
50,783,2.5
50,837,2.5
50,858,4
50,899,4
50,903,4
50,909,3
50,914,3
50,923,4
50,924,4.5
50,969,3.5
51,2,4.5
51,3,4
51,7,4
51,36,3
51,65,3.5
51,70,5
51,76,5
51,93,3
51,111,5
51,141,3.5
51,170,4
51,177,4
51,186,3.5
51,230,2.5
51,236,5
51,247,5
51,260,5
51,316,4.5
51,317,3.5
51,327,1.5
51,333,2
51,339,4
51,344,3
51,377,3
51,380,4
51,383,3
51,387,3.5
51,433,3.5
51,442,1.5
51,466,3.5
51,468,4.5
51,479,2
51,482,3.5
51,497,5
51,505,4
51,520,4.5
51,522,3.5
51,527,3
51,551,5
51,555,4.5
51,589,5
51,593,5
51,597,3.5
51,610,4
51,616,4
51,653,4
51,661,3
51,708,4
51,719,4.5
51,781,4
51,804,5
51,829,4
51,849,4.5
51,858,3.5
51,912,3
51,919,2
51,924,5
51,934,1
51,953,5
51,965,5
51,1009,3.5
51,1011,1.5
51,1014,0.5
51,1024,4
52,150,4
52,260,4
52,293,4
52,318,5
52,356,5
52,364,5
52,588,5
52,733,5
53,203,5
53,249,5
53,381,5
53,413,5
53,481,5
53,748,5
53,880,5
53,916,5
53,922,5
54,1,3
54,17,3
54,21,3
54,32,3
54,47,3
54,50,3
54,110,3
54,150,3
54,161,3
54,194,3
54,205,3
54,288,3
54,296,3
54,318,4
